id	name	bpm	artist	duration_ms	external_url	
1OlBLxTA5R8JaLVmFcuA7r	Rosetta (feat. Jon Erik Kellso)	190	Boilermaker Jazz Band	188493	https://open.spotify.com/track/1OlBLxTA5R8JaLVmFcuA7r	
1kTIZ2X43TMa3XJikW9SLO	The Right Idea	190	Charlie Barnet	199668	https://open.spotify.com/track/1kTIZ2X43TMa3XJikW9SLO	
6ob47pMOYSdkNMQiz6mVzD	Leap Frog	190	Les Brown & His Orchestra	155440	https://open.spotify.com/track/6ob47pMOYSdkNMQiz6mVzD	
1uOIBoOB7teadbymL7PNv0	Definition of Swing	190	Will Hudson - Eddie De Lange Orchestra	155800	https://open.spotify.com/track/1uOIBoOB7teadbymL7PNv0	
6b1rmpcRS05492yGjVnCID	Softly as in a Morning Sunrise (Live)	190	Artie Shaw	158615	https://open.spotify.com/track/6b1rmpcRS05492yGjVnCID	
1ciKUu0tZ41ozT6IZThFVP	Rock-A-Bye Basie	190	Count Basie	183653	https://open.spotify.com/track/1ciKUu0tZ41ozT6IZThFVP	
4zDwYwT0skodlC8odE2TYL	It Ain't Right (07-01-36)	191	Stuff Smith	162000	https://open.spotify.com/track/4zDwYwT0skodlC8odE2TYL	
5e2C4Z5pHAWIerd4C9TqTj	Swingin' On Nothing	191	Hep Chaps	219866	https://open.spotify.com/track/5e2C4Z5pHAWIerd4C9TqTj	
0HFqUkRuP4G49GpwqWICVv	Doin' The Jive	191.4	Glenn Miller	180826	https://open.spotify.com/track/0HFqUkRuP4G49GpwqWICVv	
2pPUJsrH8jsCscK1Y0zOtu	All of Me	191.4	Django Reinhardt	169160	https://open.spotify.com/track/2pPUJsrH8jsCscK1Y0zOtu	
6QasC3xfZbNF6pW3pkdj6k	At The Clambake Carnival	191.4	Cab Calloway	149440	https://open.spotify.com/track/6QasC3xfZbNF6pW3pkdj6k	
5kZ59j3kKeaIQtnOCQKE0D	Black Coffee (Recorded October 10, 1935)	191.5	The Six Swingers	191471	https://open.spotify.com/track/5kZ59j3kKeaIQtnOCQKE0D	
5TfP1d2hqXFn05OoO1vB6X	Mr. Ghost Goes To Town	192	Mills Blue Rhythm Band	204240	https://open.spotify.com/track/5TfP1d2hqXFn05OoO1vB6X	
1wZCva2H19JzWH05bYHvuZ	Hold Tight (Want Some Sea Food Mama)	193	The Andrews Sisters	194693	https://open.spotify.com/track/1wZCva2H19JzWH05bYHvuZ	
0dCX3geL1zkfgq8hUWLSAc	Honeysuckle Rose	194	Ella Fitzgerald	160960	https://open.spotify.com/track/0dCX3geL1zkfgq8hUWLSAc	
1Qr9vtibXTfHDwfbu8nxL7	Sugarfoot Stomp - Take 1	194	Benny Goodman	167640	https://open.spotify.com/track/1Qr9vtibXTfHDwfbu8nxL7	
05CKxpady3qvrYkIg63M3Y	Benny's Bugle (feat. Benny Goodman & Charlie Christian)	195	Benny Goodman Sextet	185786	https://open.spotify.com/track/05CKxpady3qvrYkIg63M3Y	
2tI3DiCIYwWsqq85SbbiLW	If Dreams Come True	196	Chick Webb	204013	https://open.spotify.com/track/2tI3DiCIYwWsqq85SbbiLW	
01ZiHd6lirs3ndYJD6z2X7	Spreadin' Rhythm Around	197	Teddy Wilson & His Orchestra;Billie Holiday	173653	https://open.spotify.com/track/01ZiHd6lirs3ndYJD6z2X7	
0NDjQezJaEC1KX9TfwEfzf	Minor Swing	197	Django Reinhardt	196626	https://open.spotify.com/track/0NDjQezJaEC1KX9TfwEfzf	v
5OEGufT1ZZJduueaIfwLWE	Feather Merchant's Ball	198	Teddy Powell	182160	https://open.spotify.com/track/5OEGufT1ZZJduueaIfwLWE	
6ti0URqbbEDgId23ir6Jc7	Spook's Holiday	198.76	Hep Chaps	175520	https://open.spotify.com/track/6ti0URqbbEDgId23ir6Jc7	
1SIY8zIc4oQFjYOdnxvusY	Whoa Babe	199	Lionel Hampton	173013	https://open.spotify.com/track/1SIY8zIc4oQFjYOdnxvusY	
78ak4kUgv81T6sERSkkkV4	I've Got My Fingers Crossed	200	Fats Waller	161933	https://open.spotify.com/track/78ak4kUgv81T6sERSkkkV4	
1oN3Km1HvopEi3HYHCLARR	Blue Lou	200	Chick Webb	179666	https://open.spotify.com/track/1oN3Km1HvopEi3HYHCLARR	
7wXhxQxUm9y5d9ZkMaTsS7	Some Day	201	Teddy Powell	172320	https://open.spotify.com/track/7wXhxQxUm9y5d9ZkMaTsS7	
7854gHsYkdTAbsUunlhGC0	O Sole Mio	202	Teddy Powell	172706	https://open.spotify.com/track/7854gHsYkdTAbsUunlhGC0	
0x5pFZ6OKxiRZ28YpXfVLB	Yes My Darling Daughter	205	Glenn Miller	147960	https://open.spotify.com/track/0x5pFZ6OKxiRZ28YpXfVLB	
5bWE38tjwsKlp3MxtNrsmo	Swing Brother Swing	205	Jonathan Stout and his Campus Five	177333	https://open.spotify.com/track/5bWE38tjwsKlp3MxtNrsmo	
4HWMRBWDu9nxbFiXuBsbaL	A Study In Green	206	Larry Clinton	195493	https://open.spotify.com/track/4HWMRBWDu9nxbFiXuBsbaL	
451yVr2y0mZWpEPu0vScww	Big John's Special	206.72	Fletcher Henderson & His Orchestra	171800	https://open.spotify.com/track/451yVr2y0mZWpEPu0vScww	
5BgNDooWPUPofl6uWxE9U0	Everybody Loves My Baby	206.72	Catherine Russell	202533	https://open.spotify.com/track/5BgNDooWPUPofl6uWxE9U0	
09BxF4zpesGjSWg6ZZwpD5	Theres Rhythm In Harlem	206.72	The Mills Blue Rhythm Band	190746	https://open.spotify.com/track/09BxF4zpesGjSWg6ZZwpD5	
4cUspovnlFgH8088z8rFok	Black Coffee	206.72	Wingy Manone	178266	https://open.spotify.com/track/4cUspovnlFgH8088z8rFok	
6c9FQiAlvzMaTc3HrLqSRx	The Way You Look Tonight	207	Bryan Ferry	216266	https://open.spotify.com/track/6c9FQiAlvzMaTc3HrLqSRx	
4kJGuGveBJM2myHlnMqLXa	Trylon Swing	210	Cab Calloway	169026	https://open.spotify.com/track/4kJGuGveBJM2myHlnMqLXa	
5QbgRyO1uUqkBhYXsGHGyb	Oh! Lady Be Good	210	Count Basie	105477	https://open.spotify.com/track/5QbgRyO1uUqkBhYXsGHGyb	
30raSQDNGtTJYPLHi8ndRM	Fariboles	210	Alix Combelle	165852	https://open.spotify.com/track/30raSQDNGtTJYPLHi8ndRM	
0ZuBE8xrbgyfzRlmNZg6M3	Let's Get Together	210	Chick Webb	183746	https://open.spotify.com/track/0ZuBE8xrbgyfzRlmNZg6M3	
4aF9Ej3VgBbdC29i5PzlPF	Fariboles	210	Alix Combelle	168666	https://open.spotify.com/track/4aF9Ej3VgBbdC29i5PzlPF	
7ay2JDP4FFkT8UwrSwitZF	Kansas City Shout - 2003 Remaster	210	Count Basie	214866	https://open.spotify.com/track/7ay2JDP4FFkT8UwrSwitZF	
6iz6JcRHqfjx8aUYzSgdJn	Barney's Bounce	212	The Glenn Crytzer Orchestra	197853	https://open.spotify.com/track/6iz6JcRHqfjx8aUYzSgdJn	
1sUbrYb20WAdDd9AwoAlc2	Songe d'automne	212	The Rosenberg Trio	238200	https://open.spotify.com/track/1sUbrYb20WAdDd9AwoAlc2	
7qGfiimLqVuENhVATTUHY4	Jam Session - Remastered	213	Benny Goodman	175893	https://open.spotify.com/track/7qGfiimLqVuENhVATTUHY4	
5vfQK8G9uaH0RJiG0yaMrX	Taxi War- Dance	213	Count Basie	166826	https://open.spotify.com/track/5vfQK8G9uaH0RJiG0yaMrX	
44YkgO07aoc7VIsxFwJFG6	Fariboles	213	Alix Combelle	167906	https://open.spotify.com/track/44YkgO07aoc7VIsxFwJFG6	
2eK8oKJbJADoAVPPdTNSau	Whoa Baby	213	Bob Wills & His Texas Playboys	157283	https://open.spotify.com/track/2eK8oKJbJADoAVPPdTNSau	
6FasuHIhs675shHGSVcdYw	Pussy In The Corner	214	Teddy Powell	195786	https://open.spotify.com/track/6FasuHIhs675shHGSVcdYw	
6iOjcSSn9k6G0PytzwXKty	Jumpin' at the Woodside	215	Professor Cunningham And His Old School	185880	https://open.spotify.com/track/6iOjcSSn9k6G0PytzwXKty	
197ZkH7yM84WyGJDTNXgqC	Down south camp meeting	215.33	Fletcher Henderson	179560	https://open.spotify.com/track/197ZkH7yM84WyGJDTNXgqC	
5SVNW8jKHf1R48Hx30hEg2	Rockabye Basie	215.34	Django Reinhardt	167489	https://open.spotify.com/track/5SVNW8jKHf1R48Hx30hEg2	
5t0YwYtDGFivvvPy5MFeVW	At the Jazz Band Ball - En Vivo	215.34	Chicago Stompers	312493	https://open.spotify.com/track/5t0YwYtDGFivvvPy5MFeVW	
75uji31NXQ4FdRiak59ReW	Roseland Shuffle	216	Count Basie	154133	https://open.spotify.com/track/75uji31NXQ4FdRiak59ReW	
5uCp9HOevOrQ7Qacc89YY4	Stampede	219	Fletcher Henderson	188240	https://open.spotify.com/track/5uCp9HOevOrQ7Qacc89YY4	
4QRiYsLJASggFN8J7jDOHq	Some Like It Hot	222	Gene Krupa & His Orchestra	151973	https://open.spotify.com/track/4QRiYsLJASggFN8J7jDOHq	
1NfcrdGyNZs0Eaga3lbYg0	Jamaica Jam	223	Teddy Powell	164080	https://open.spotify.com/track/1NfcrdGyNZs0Eaga3lbYg0	
5nmLR6Mp2e8CV0SYTMSHz1	Harlem Jump	223	Jack Teagarden	154000	https://open.spotify.com/track/5nmLR6Mp2e8CV0SYTMSHz1	
2TGJC8LWkm49Vxed6ucJfk	Oi mari'	224.7	Alberto Rabagliati	190386	https://open.spotify.com/track/2TGJC8LWkm49Vxed6ucJfk	
45CAzHMaTyzyoGsqn4ywPk	Good Enough to Keep (Air Mail Special) (feat. Benny Goodman & Charlie Christian)	224.7	Benny Goodman Sextet	173360	https://open.spotify.com/track/45CAzHMaTyzyoGsqn4ywPk	
3tWGUlKw2eP21T7U3c66bt	Stop Beatin' 'Round The Mulberry Bush - 1st Take	228	Count Basie	183306	https://open.spotify.com/track/3tWGUlKw2eP21T7U3c66bt	
52yEkn1b6BiOZad3x7x6PP	I'll See You in My Dreams	228	Django Reinhardt	153333	https://open.spotify.com/track/52yEkn1b6BiOZad3x7x6PP	
7D0Vzk7rZ6ncTFZj3AqT84	Django's Tiger	233	Django Reinhardt	158013	https://open.spotify.com/track/7D0Vzk7rZ6ncTFZj3AqT84	
1T1DQRsUMhr8dtCSWLuLGI	Lady Be Good	234.9	Boilermaker Jazz Band	241360	https://open.spotify.com/track/1T1DQRsUMhr8dtCSWLuLGI	
58RlNP4vp9tk5HdacHm80t	That's A Plenty	240	Earl Hines	189766	https://open.spotify.com/track/58RlNP4vp9tk5HdacHm80t	
